,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
SLC25A4,-0.0793293,0.9710326,4.8279634,-0.041997995,-0.06003679,6.3738976,-0.06647953,-0.0014295469,-0.040198505,3.1994195,-0.062662356,-0.048100203,7.1099253,-0.01762711,4.9444485,7.3529325
GM14303,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
KRBA1,-0.08001784,0.97883904,4.834926,-0.04220796,-0.0605915,6.428094,-0.06689171,-0.0016041825,-0.04045741,3.2357652,-0.06314666,-0.048526816,7.166328,-0.017767139,4.978871,7.4002967
MAGED1,-0.08270323,1.0081239,4.8775287,-0.043502875,-0.06300565,6.633814,-0.068661906,-0.0023093102,-0.04154209,3.3585958,-0.06501998,-0.05047121,7.429986,-0.018571708,5.1366568,7.6309376
PDIA6,-0.08001789,0.9799816,4.841873,-0.042367432,-0.060625184,6.4262877,-0.06698612,-0.001575582,-0.04047328,3.2290986,-0.063150436,-0.048543204,7.1784244,-0.017842446,4.984378,7.410662
PHLDA3,-0.08261866,1.1784306,4.30814,-0.040368795,-0.061160274,5.9650393,-0.06596107,-0.002831729,-0.038125336,3.3434193,-0.061834242,-0.04983242,7.733832,-0.0241392,5.3736362,6.998694
DCXR,-0.07990423,0.9777653,4.831537,-0.042125206,-0.060484007,6.413356,-0.066760615,-0.0015889294,-0.040423546,3.2258399,-0.06305353,-0.04842598,7.154428,-0.017763434,4.969039,7.3862243
COL27A1,-0.07847427,0.95673996,4.811776,-0.041595392,-0.059329253,6.306677,-0.06590957,-0.0012564771,-0.039819203,3.157377,-0.061999783,-0.047531214,7.0301757,-0.017398398,4.8958354,7.2824697
POLR2K,-0.07927223,0.9702147,4.8136067,-0.04181568,-0.05995047,6.3765326,-0.066355355,-0.0014397433,-0.04013121,3.207743,-0.062620685,-0.04802845,7.091668,-0.017510632,4.932626,7.3381267
FOXP1,-0.07229556,1.6300821,4.828949,-0.037125356,-0.057173513,5.390789,-0.06768798,-0.0038750619,-0.038146187,3.4298952,-0.057886474,-0.044780724,7.5080185,-0.015125583,3.9704945,7.428444
NOTCH1,-0.076936446,0.939885,4.7790155,-0.040867176,-0.05806326,6.1905975,-0.06487986,-0.0009835627,-0.03917196,3.089756,-0.06089772,-0.046555866,6.8842177,-0.017016236,4.8086314,7.154555
PHF14,-0.08178256,0.9458296,4.7666397,-0.038645197,-0.05604494,6.3720827,-0.0629741,0.5012965,-0.04352881,3.1367865,-0.0627407,-0.040469747,6.880966,-0.018159384,4.409878,7.3061996
SOX15,-0.07927716,0.96798897,4.8309317,-0.04200706,-0.060088348,6.382575,-0.06650035,-0.0014624089,-0.040151495,3.2079308,-0.062656336,-0.048176825,7.101458,-0.017595854,4.9430428,7.3586497
PARVB,-0.07927552,0.97018623,4.831804,-0.04205392,-0.060031936,6.3685923,-0.0664796,-0.0014340831,-0.04018106,3.1939383,-0.06265042,-0.048062548,7.1087747,-0.017688146,4.941605,7.3484554
FOSL2,-0.078761324,0.9572456,4.812585,-0.0416579,-0.05958079,6.330328,-0.06604412,-0.0013396858,-0.039913226,3.1740139,-0.0621553,-0.047746968,7.056591,-0.017494,4.909259,7.304333
TAF6,-0.0783597,0.95532095,4.808288,-0.041557208,-0.059254255,6.3051786,-0.0658499,-0.0012294354,-0.03975388,3.1577063,-0.061923184,-0.047493834,7.0184646,-0.017350178,4.889694,7.276674
PURA,-0.07944265,0.97335696,4.837185,-0.04210178,-0.060113195,6.3759775,-0.06657162,-0.0014298452,-0.040271536,3.1982458,-0.062742025,-0.048150424,7.120132,-0.017696507,4.9497123,7.3584414
GJB3,-0.07886396,0.96412784,4.823494,-0.041873135,-0.059726965,6.3410196,-0.066213116,-0.0013674041,-0.040001288,3.179284,-0.062344134,-0.047867376,7.0689163,-0.017572718,4.9200063,7.3208747
SNORD43,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
HNRNPK,-0.079054475,0.9655022,4.8253493,-0.041875444,-0.059792645,6.3497496,-0.06629719,-0.0013585992,-0.04008138,3.1809084,-0.062430236,-0.04787272,7.084887,-0.017579367,4.9284825,7.3272448
MYBBP1A,-0.079799496,0.9757126,4.839411,-0.04218799,-0.060469374,6.416152,-0.066810325,-0.0015570491,-0.040384047,3.226913,-0.062990166,-0.04844989,7.150915,-0.01774396,4.9706054,7.3921075
CREB3,-0.07866348,0.96039027,4.806146,-0.041660536,-0.059526324,6.3273087,-0.06599836,-0.0013282177,-0.03988119,3.1705246,-0.06213807,-0.047698088,7.044932,-0.017479835,4.9058094,7.296095
SLC5A11,-0.07908216,0.9688502,4.831112,-0.041951705,-0.059869364,6.3599243,-0.06634423,-0.0013631284,-0.040117234,3.1915474,-0.06252558,-0.047994137,7.0820823,-0.017586626,4.9287734,7.336308
ATF2,-0.07897917,0.965563,4.8207526,-0.041830663,-0.05976485,6.3498554,-0.06626605,-0.0013715798,-0.0400354,3.1859324,-0.06239255,-0.047890093,7.075329,-0.017526621,4.924988,7.324913
GM8355,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
E2F6,-0.07854585,0.9588106,4.8090563,-0.041580506,-0.0593752,6.3095655,-0.06589374,-0.0012734671,-0.039856017,3.1633713,-0.062048256,-0.04757858,7.0327864,-0.017450701,4.8940167,7.2827225
KRT8,-0.08094307,0.99008006,4.8473053,-0.042676352,-0.061404653,6.4971952,-0.06751508,-0.0018374985,-0.04082472,3.2760894,-0.06380153,-0.049161848,7.2593613,-0.018051257,5.032544,7.478722
FOXJ3,-0.077628896,0.26685828,4.946885,-0.038256817,-0.053600088,5.2244616,-0.055007238,0.1452367,-0.042375073,2.2807252,-0.055897105,-0.04801621,6.5045376,-0.012596591,4.4538927,7.657382
TCL1,-0.07928224,0.9670862,4.841275,-0.0420784,-0.06004949,6.3785667,-0.06652246,-0.001402153,-0.040196713,3.199484,-0.06265645,-0.048119683,7.1050873,-0.017620087,4.9465494,7.355015
FGF10,-0.08037633,0.9809185,4.8376327,-0.04240745,-0.06094165,6.4533863,-0.067110114,-0.0017113847,-0.040594246,3.2495925,-0.06336473,-0.0488188,7.2055507,-0.017917018,4.999038,7.4349732
MYMX,-0.07640956,0.9390681,4.7693458,-0.040704418,-0.057593424,6.1276236,-0.06445382,-0.0008322726,-0.039029643,3.0506847,-0.060462546,-0.046221927,6.843314,-0.017071843,4.7734013,7.1091375
ARID1A,-0.06604996,0.97480786,3.382798,-0.035145298,-0.05253588,5.3448763,-0.05459569,-0.0031656146,-0.030753082,2.8521826,-0.053230923,-0.042854868,6.0230384,-0.018257024,4.068387,6.153856
HEY2,-0.07933627,0.971262,4.8198185,-0.041914012,-0.060017183,6.3719597,-0.06644977,-0.0014687703,-0.040166736,3.1994565,-0.06264484,-0.04805557,7.105036,-0.017624594,4.940601,7.342552
GM44429,-0.06823155,1.2752311,1.6617641,-0.03637092,-0.059700068,5.802699,-0.053107265,-0.009741718,-0.026189215,3.2851894,-0.055798966,-0.047703683,6.2389607,-0.022964709,4.1183057,6.0763197
IRF4,-0.08148597,0.9964863,4.852564,-0.042922992,-0.061918974,6.5455256,-0.067860104,-0.001982182,-0.041023325,3.3080838,-0.06420276,-0.049593847,7.3088975,-0.018203892,5.06228,7.5258274
OVOL1,-0.07648558,0.9315112,4.7599416,-0.040633023,-0.057669308,6.14765,-0.06451159,-0.0008751999,-0.038950708,3.0606892,-0.060469337,-0.04623138,6.8474746,-0.01695146,4.78012,7.1153135
SIN3A,-0.052008204,0.9862523,1.4880304,-0.027865449,-0.045090217,4.3580036,-0.04198378,-0.0061024916,-0.019668987,2.4351354,-0.043503564,-0.03579378,4.6983924,-0.018302532,3.1562939,4.713184
MIR291B,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
EIF4A2,-0.07746133,0.9489414,4.794038,-0.041276783,-0.058508042,6.2310486,-0.06533879,-0.001011365,-0.03940028,3.1083078,-0.061279766,-0.046878356,6.945004,-0.017190145,4.8440003,7.208828
ZFP989,-0.062304243,1.7902083,1.658447,-0.032361828,-0.05712969,5.0035954,-0.053872228,-0.011571093,-0.02438586,3.4577608,-0.051800203,-0.04487647,6.5208473,-0.02080702,3.3296351,6.113083
NR2F2,-0.078123316,0.74538326,4.537158,-0.039322093,-0.06277189,6.7043934,-0.064943634,-0.0042314637,-0.038940564,3.5469842,-0.060269397,-0.050499395,6.992656,-0.016252894,4.9405594,7.190979
LDLRAP1,-0.07010093,1.3515656,4.707658,-0.034280956,-0.056543723,6.374422,-0.05462696,0.01465234,-0.03983228,3.8257668,-0.052251987,-0.05370529,6.3265586,-0.02368336,4.52859,6.622677
BAZ1A,-0.079529144,0.9782843,4.8318458,-0.042142026,-0.060191363,6.3804693,-0.06659564,-0.0014622404,-0.04032039,3.20544,-0.0628129,-0.04822295,7.132217,-0.017787587,4.949937,7.3662734
MCM2,-0.0805156,0.878967,4.8066545,-0.039340697,-0.058266304,5.9098177,-0.06328819,-0.0034858477,-0.042005174,3.2135112,-0.064793214,-0.049856808,6.6737947,-0.020483881,4.6483445,7.037828
PHF12,-0.0791527,0.9703225,4.824096,-0.041973423,-0.05990719,6.3561335,-0.06635547,-0.0014106468,-0.040070526,3.1885722,-0.06244732,-0.04799957,7.096936,-0.017608725,4.9345136,7.342039
POU4F2,-0.07860746,0.9555614,4.818682,-0.041622333,-0.059367847,6.297925,-0.06595606,-0.0013501383,-0.039908424,3.151137,-0.06203015,-0.04762447,7.0535383,-0.017551545,4.9031897,7.28767
RARG,-0.071231075,1.6063995,4.809897,-0.036646754,-0.05632191,5.3228083,-0.06689235,-0.0036024004,-0.037693456,3.3864474,-0.057104256,-0.044194717,7.395694,-0.014842523,3.91506,7.3459606
GLMP,-0.07697774,0.9508807,4.7711463,-0.04096961,-0.058166396,6.203662,-0.0649167,-0.0009891486,-0.039216585,3.096647,-0.06099967,-0.046681713,6.8811135,-0.017076861,4.806671,7.167691
CUX1,-0.07959793,0.97076577,4.837583,-0.04216967,-0.060289834,6.3929358,-0.0666316,-0.0014697538,-0.04028815,3.2088153,-0.06276919,-0.048369057,7.136406,-0.017671024,4.9569592,7.3752613
FST,-0.07907769,0.96131223,4.815424,-0.041867785,-0.05985342,6.353717,-0.06630305,-0.0014069905,-0.04002913,3.1847374,-0.06238112,-0.04795366,7.0908074,-0.017589912,4.931358,7.3333874
TEAD3,-0.0802012,0.9775147,4.839993,-0.042367544,-0.060802884,6.4405594,-0.067028016,-0.0016532323,-0.040525727,3.239738,-0.06324997,-0.04868795,7.1918273,-0.017879758,4.992084,7.42175
GAS6,-0.082398556,0.90426475,4.8460503,-0.040228352,-0.059786666,6.0282946,-0.06446237,-0.003924757,-0.04286467,3.288832,-0.06619354,-0.051114995,6.844421,-0.021134976,4.7477,7.1808367
DPP4,-0.07943926,0.9709529,4.826012,-0.042019077,-0.060158566,6.3753567,-0.06649457,-0.0014985837,-0.040240664,3.20109,-0.06267927,-0.04819631,7.121426,-0.017777799,4.946218,7.356587
GM22862,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
CSRP2,-0.07684376,0.94449115,4.776293,-0.04092265,-0.05801965,6.1813,-0.064852096,-0.0009446914,-0.039161973,3.0825887,-0.06083169,-0.04653952,6.88205,-0.017081054,4.803939,7.154201
KEAP1,-0.08014999,0.9797645,4.838516,-0.04239614,-0.060759176,6.437415,-0.06705715,-0.0016376502,-0.040504303,3.2370298,-0.06322599,-0.048661895,7.188998,-0.017871102,4.9923415,7.4216156
RNF14,-0.0798607,0.97736764,4.831868,-0.042164173,-0.060468916,6.4130144,-0.06680403,-0.001584135,-0.04039269,3.2235804,-0.06301961,-0.04841419,7.1551566,-0.017765813,4.9712057,7.387219
PHLDB2,-0.078035675,0.9537631,4.8007135,-0.04135199,-0.058952224,6.273822,-0.06559981,-0.0011840204,-0.039636943,3.1407235,-0.06170609,-0.04724622,6.983883,-0.017277222,4.8675137,7.2433467
KAT6B,-0.0797512,0.97668123,4.8371344,-0.0421959,-0.06041623,6.405203,-0.06672616,-0.0015152898,-0.04037149,3.2214746,-0.0629526,-0.04841924,7.147954,-0.017816924,4.962754,7.385595
PER1,-0.07944734,0.96899754,4.8304925,-0.042054176,-0.06019785,6.3943644,-0.0666013,-0.001484783,-0.040215746,3.2123415,-0.062733866,-0.0482431,7.118867,-0.017613955,4.954327,7.369671
KAT2B,-0.0804377,0.9821507,4.840248,-0.042391896,-0.060971882,6.461731,-0.06714065,-0.0017126246,-0.04062217,3.2558992,-0.06343906,-0.04883049,7.205918,-0.017884275,5.002572,7.434824
BARD1,-0.07965863,0.9712388,4.8315325,-0.042136557,-0.06034771,6.4066525,-0.06671244,-0.0015078811,-0.04028722,3.2189054,-0.06286735,-0.048346814,7.1391997,-0.017690614,4.963891,7.3821297
CRIP2,-0.06517523,1.3575087,3.5654833,-0.0368966,-0.045194857,4.9851046,-0.067178674,-0.0011986096,-0.029727919,3.1096435,-0.05385426,-0.043617446,5.8226023,-0.00959053,4.9603195,6.649095
IRF1,-0.07803121,0.95608556,4.80704,-0.041456502,-0.05897667,6.2678185,-0.06559756,-0.0011441944,-0.039673954,3.1368635,-0.061711673,-0.047299307,6.9903626,-0.01734928,4.8685055,7.2485995
EDA2R,-0.07875538,0.9648141,4.816536,-0.041719217,-0.059589356,6.3413,-0.06612868,-0.0013310779,-0.039930616,3.1847148,-0.062296584,-0.047754824,7.0498033,-0.017413516,4.9082255,7.3081455
CHD4,-0.055804834,0.9263491,1.9196787,-0.028817572,-0.048763376,4.810729,-0.0454872,-0.006732186,-0.022338877,2.7184105,-0.045702882,-0.039063018,5.0720735,-0.018222755,3.4288578,5.0887246
PATJ,-0.07815831,0.9567851,4.8089414,-0.04152436,-0.05909236,6.2854147,-0.06572795,-0.0011769279,-0.039714485,3.1458032,-0.06181723,-0.04736676,7.001925,-0.017371677,4.877131,7.2610292
ZMYM2,-0.06685546,0.68847185,4.022189,-0.031119723,-0.057825364,5.1149387,-0.053647336,0.053276107,-0.028039793,2.3440566,-0.050730947,-0.041179802,5.6762366,-0.021026006,3.975852,6.336723
POLR3B,-0.07822466,0.9564607,4.808275,-0.041536063,-0.059142902,6.290909,-0.065742694,-0.0011739932,-0.039746042,3.1480105,-0.061819747,-0.04743955,7.005956,-0.017369078,4.8829045,7.267452
DNAJC10,-0.07934834,0.97073495,4.82577,-0.041999463,-0.060042433,6.3757505,-0.06648573,-0.0014294478,-0.04019565,3.2012699,-0.06267649,-0.04809007,7.109461,-0.017619515,4.943421,7.3512692
BEND5,-0.07998403,0.97859323,4.8366985,-0.042308338,-0.06057743,6.420336,-0.06691169,-0.001573798,-0.040449128,3.2257385,-0.06310613,-0.04850139,7.1731253,-0.017841993,4.980002,7.4028764
FAM129B,-0.07872644,0.9631231,4.8112316,-0.04158059,-0.05947136,6.3272343,-0.06599796,-0.0013161503,-0.039929993,3.1734495,-0.062222105,-0.04761613,7.0422845,-0.017404957,4.902372,7.288689
SLC25A5,-0.076916024,0.9427047,4.782256,-0.040960535,-0.0580977,6.192299,-0.06488185,-0.0009421488,-0.039220106,3.0889676,-0.06089933,-0.046599235,6.883001,-0.017069804,4.810197,7.1623044
DMRT1,-0.06433234,1.3360434,3.5390246,-0.036538336,-0.04468861,4.9442654,-0.06656985,-0.0010605667,-0.029356083,3.0739455,-0.053219344,-0.04311679,5.7434487,-0.009425026,4.914639,6.585599
CTSL,-0.08053798,0.98970145,4.853501,-0.042643726,-0.061104372,6.467146,-0.06734951,-0.0017056462,-0.04070466,3.2567608,-0.06357005,-0.04894925,7.225458,-0.01802823,5.0131063,7.4559937
LAMB2,-0.07887028,0.9641184,4.819106,-0.041777868,-0.059646253,6.33694,-0.06618314,-0.001344441,-0.039984606,3.175301,-0.06230268,-0.047768135,7.0667524,-0.017521927,4.9166875,7.312073
AKR1B8,-0.07967535,0.9722786,4.8103933,-0.041925065,-0.06034202,6.4189367,-0.06655027,-0.0015672534,-0.04026197,3.2367826,-0.06289178,-0.04838172,7.1228056,-0.017579107,4.9525833,7.37178
DDX20,-0.07832864,0.960548,4.8158813,-0.041617386,-0.059189342,6.2913113,-0.06587448,-0.0011941147,-0.03980588,3.1449406,-0.061923098,-0.047407717,7.0206223,-0.01740574,4.8889475,7.273325
EED,-0.076356374,1.5318496,4.1982994,-0.046578713,-0.05995757,6.1497498,-0.06502088,-0.0014971644,-0.040527835,3.051501,-0.061825708,-0.05090773,7.1499476,-0.023910096,4.9329615,6.877025
PITX2,-0.07992358,0.976304,4.8418937,-0.042313512,-0.060547635,6.415085,-0.06687951,-0.0015521946,-0.04043925,3.2197723,-0.06304655,-0.048485026,7.169317,-0.017860701,4.978899,7.399039
POLR2E,-0.080626756,1.0038801,4.8525534,-0.042417586,-0.060880184,6.4613695,-0.06705543,-0.0014743418,-0.04078562,3.249006,-0.06347226,-0.04902522,7.209377,-0.017812267,5.00616,7.4388156
ADAM19,-0.078825876,0.96298164,4.8170547,-0.04174081,-0.059635326,6.3324175,-0.06611068,-0.0013292434,-0.03997703,3.1742885,-0.062231395,-0.0478031,7.061666,-0.01754467,4.913407,7.3116913
KLF13,-0.079103,0.9700235,4.832852,-0.04197908,-0.059847195,6.348358,-0.06629838,-0.0013171041,-0.040131055,3.1788564,-0.062426608,-0.048003033,7.0892863,-0.017592153,4.92708,7.333788
GTF2A1L,-0.080422066,0.98154163,4.8404555,-0.04237821,-0.060956,6.460964,-0.06714572,-0.0017228238,-0.04061205,3.253673,-0.06341348,-0.048809964,7.2048597,-0.017868007,5.0027375,7.43304
KLF8,-0.0794228,0.9688152,4.8284197,-0.04199878,-0.06017473,6.397005,-0.06657534,-0.0014771628,-0.04019245,3.2160604,-0.06272757,-0.048226826,7.111991,-0.017582398,4.9509006,7.364732
IRF3,-0.07885642,0.96918374,4.8195505,-0.0417933,-0.059740312,6.3445053,-0.06622798,-0.001399189,-0.04000206,3.1875787,-0.06233595,-0.047872953,7.0682106,-0.017584605,4.91534,7.3214126
ECT2,-0.07784968,0.9527235,4.8050594,-0.04149298,-0.05892475,6.267515,-0.06558771,-0.0011547407,-0.039588004,3.1332078,-0.061628655,-0.04723392,6.979959,-0.017333131,4.8656673,7.245061
ZDHHC16,-0.079811126,0.97518605,4.830844,-0.04216736,-0.06043411,6.4153786,-0.06676527,-0.0015341763,-0.040365703,3.226144,-0.06300865,-0.04840087,7.147833,-0.01771121,4.968161,7.3857813
RAD54B,-0.08287693,1.1848478,4.308191,-0.040509343,-0.061379544,5.9874506,-0.06613558,-0.0028884714,-0.038234107,3.3599968,-0.062061507,-0.050027918,7.756682,-0.024212407,5.385323,7.020983
ABT1,-0.08091848,0.98960143,4.854079,-0.042749915,-0.06138502,6.4952564,-0.06756383,-0.0017852283,-0.040825304,3.2734158,-0.06378798,-0.049144715,7.2627883,-0.018071217,5.033872,7.4830832
AGAP3,-0.08137305,0.99452484,4.8538127,-0.042889934,-0.06177041,6.525999,-0.06778771,-0.0019433997,-0.041003883,3.2913601,-0.06409328,-0.049443096,7.3028474,-0.018182456,5.058195,7.514333
COIL,-0.077878885,0.9548072,4.801674,-0.04137307,-0.05888904,6.2671213,-0.06553956,-0.0011451842,-0.039599042,3.1374786,-0.06161195,-0.047228154,6.9741797,-0.017313635,4.862104,7.239535
GM15181,-0.06823155,1.2752311,1.6617641,-0.03637092,-0.059700068,5.802699,-0.053107265,-0.009741718,-0.026189215,3.2851894,-0.055798966,-0.047703683,6.2389607,-0.022964709,4.1183057,6.0763197
GM26092,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
DDX54,-0.07852312,0.96062917,4.812212,-0.041628946,-0.05937587,6.31359,-0.065955155,-0.0012796901,-0.039857432,3.1634293,-0.06207004,-0.047575578,7.03353,-0.017427929,4.8984795,7.285222
SIRT1,-0.079204485,0.9705126,4.821383,-0.041885927,-0.059892472,6.362319,-0.06636801,-0.0013987195,-0.040134195,3.194478,-0.062556215,-0.04796945,7.0942173,-0.01759498,4.932036,7.335925
MSX2,-0.0814529,1.1640561,4.281689,-0.03980936,-0.06020363,5.8650837,-0.065083556,-0.0026355975,-0.037629034,3.2894104,-0.06093422,-0.04917629,7.62609,-0.02398212,5.30873,6.8939824
TSG101,-0.07952736,0.9733697,4.827677,-0.042070936,-0.0601982,6.3917246,-0.0666073,-0.0014791355,-0.040264025,3.2105348,-0.062813535,-0.04820351,7.125144,-0.017657215,4.9531617,7.365509
AF357399,-0.06823327,1.2726545,1.6638188,-0.03638305,-0.059693187,5.801876,-0.053134546,-0.00973078,-0.026163418,3.2853477,-0.05580911,-0.047720112,6.24047,-0.022951366,4.1193914,6.077918
ZFYVE21,-0.07945546,0.9729019,4.8310323,-0.042078994,-0.060169157,6.381218,-0.066557884,-0.001470037,-0.040248003,3.2010984,-0.06272878,-0.048198063,7.121412,-0.017733147,4.9508405,7.359349
ANP32A,-0.07980533,0.9768497,4.842035,-0.0423029,-0.060461123,6.411335,-0.06680975,-0.0015024263,-0.04041679,3.2192357,-0.06302308,-0.04843119,7.1545963,-0.017794311,4.97161,7.3926854
SLC26A10,-0.074345134,1.6681592,4.854607,-0.038057968,-0.059000127,5.542141,-0.069163956,-0.004454011,-0.038949028,3.5391033,-0.059379425,-0.046202328,7.7246118,-0.015627056,4.078181,7.611089
LY6G6E,-0.077660754,0.9505635,4.7984414,-0.041232567,-0.058693442,6.251198,-0.06543139,-0.0011188595,-0.039484184,3.1257231,-0.06143434,-0.047054395,6.9528317,-0.017204953,4.852683,7.220808
SRI,-0.081194736,0.99260217,4.8551064,-0.042814497,-0.061626967,6.5148306,-0.06770828,-0.0018951006,-0.040933438,3.2857707,-0.06398016,-0.049336895,7.284581,-0.01812532,5.049119,7.501673
KDM3A,-0.0778313,0.9538248,4.8014936,-0.041342977,-0.0587901,6.25309,-0.06548589,-0.0011086831,-0.039581038,3.127961,-0.06154521,-0.047136895,6.972877,-0.017305605,4.856601,7.231071
ZFP446,-0.08064325,0.98100954,4.854246,-0.042681914,-0.06118063,6.478791,-0.06735029,-0.001659137,-0.04070861,3.259013,-0.063532524,-0.049040794,7.238085,-0.018037165,5.022334,7.4658384
NCOA3,-0.078349605,0.95819277,4.809499,-0.04162103,-0.05923113,6.297309,-0.06585471,-0.0012008928,-0.03978582,3.1500928,-0.06191993,-0.04745477,7.02401,-0.017426973,4.889775,7.276174
ATF5,-0.080526225,0.9319875,4.7478547,-0.038227204,-0.0551741,6.2868166,-0.062258948,0.5191137,-0.042972106,3.0874825,-0.061868474,-0.039891444,6.774247,-0.01786484,4.349956,7.222704
PSIP1,-0.07714488,0.94576067,4.787407,-0.040967718,-0.058172293,6.196274,-0.06500833,-0.00096826634,-0.039290775,3.090143,-0.061037004,-0.046605863,6.903686,-0.01710111,4.816862,7.1653657
NFATC3,-0.078479536,0.9622777,4.8146653,-0.041662205,-0.059362072,6.3092966,-0.06595268,-0.0012712877,-0.039855167,3.1585696,-0.06207073,-0.04756293,7.029353,-0.017449271,4.8963857,7.2855287
GLI1,-0.07962875,0.9777482,4.844997,-0.042311423,-0.060403485,6.4100027,-0.06674973,-0.001526885,-0.040379453,3.2304251,-0.0629311,-0.048486765,7.1406145,-0.017735856,4.9600453,7.3956633
MAPK8,-0.07235228,0.92340404,4.4663,-0.038720366,-0.054982457,5.8256216,-0.061049223,-0.00083380524,-0.036697835,2.9559627,-0.05740413,-0.044680446,6.4999866,-0.016853157,4.5215054,6.7700834
NR5A2,-0.07795839,0.9552644,4.8111224,-0.04140365,-0.058926582,6.2639265,-0.06554161,-0.0011239813,-0.039667085,3.135335,-0.061643366,-0.0472836,6.9805675,-0.017366467,4.862547,7.244971
